Date,Open,High,Low,Close,Adj Close,Volume
1991-12-13,100.779999,100.779999,100.779999,100.779999,100.779999,0
1991-12-16,102.820000,102.820000,102.820000,102.820000,102.820000,0
1991-12-17,101.809998,101.809998,101.809998,101.809998,101.809998,0
1991-12-18,101.830002,101.830002,101.830002,101.830002,101.830002,0
1991-12-19,101.410004,101.410004,101.410004,101.410004,101.410004,0
1991-12-20,101.129997,101.129997,101.129997,101.129997,101.129997,0
1991-12-23,102.610001,102.610001,102.610001,102.610001,102.610001,0
1991-12-24,110.470001,110.470001,110.470001,110.470001,110.470001,0
1991-12-25,110.050003,110.050003,110.050003,110.050003,110.050003,0
1991-12-26,106.570000,106.570000,106.570000,106.570000,106.570000,0
1991-12-27,108.339996,108.339996,108.339996,108.339996,108.339996,0
1991-12-30,109.230003,109.230003,109.230003,109.230003,109.230003,0
1991-12-31,110.370003,110.370003,110.370003,110.370003,110.370003,0
1992-01-01,null,null,null,null,null,null
1992-01-02,110.529999,110.529999,110.529999,110.529999,110.529999,0
1992-01-03,110.169998,110.169998,110.169998,110.169998,110.169998,0
1992-01-06,111.320000,111.320000,111.320000,111.320000,111.320000,0
1992-01-07,112.900002,112.900002,112.900002,112.900002,112.900002,0
1992-01-08,112.089996,112.089996,112.089996,112.089996,112.089996,0
1992-01-09,112.739998,112.739998,112.739998,112.739998,112.739998,0
1992-01-10,113.080002,113.080002,113.080002,113.080002,113.080002,0
1992-01-13,111.970001,111.970001,111.970001,111.970001,111.970001,0
1992-01-14,110.330002,110.330002,110.330002,110.330002,110.330002,0
1992-01-15,109.209999,109.209999,109.209999,109.209999,109.209999,0
1992-01-16,107.080002,107.080002,107.080002,107.080002,107.080002,0
1992-01-17,108.360001,108.360001,108.360001,108.360001,108.360001,0
1992-01-20,109.739998,109.739998,109.739998,109.739998,109.739998,0
1992-01-21,108.599998,108.599998,108.599998,108.599998,108.599998,0
1992-01-22,108.300003,108.300003,108.300003,108.300003,108.300003,0
1992-01-23,109.070000,109.070000,109.070000,109.070000,109.070000,0
1992-01-24,110.150002,110.150002,110.150002,110.150002,110.150002,0
1992-01-27,109.320000,109.320000,109.320000,109.320000,109.320000,0
1992-01-28,109.820000,109.820000,109.820000,109.820000,109.820000,0
1992-01-29,110.980003,110.980003,110.980003,110.980003,110.980003,0
1992-01-30,112.570000,112.570000,112.570000,112.570000,112.570000,0
1992-01-31,114.699997,114.699997,114.699997,114.699997,114.699997,0
1992-02-03,null,null,null,null,null,null
1992-02-04,null,null,null,null,null,null
1992-02-05,null,null,null,null,null,null
1992-02-06,null,null,null,null,null,null
1992-02-07,null,null,null,null,null,null
1992-02-10,114.459999,114.459999,114.459999,114.459999,114.459999,0
1992-02-11,114.489998,114.489998,114.489998,114.489998,114.489998,0
1992-02-12,115.309998,115.309998,115.309998,115.309998,115.309998,0
1992-02-13,115.290001,115.290001,115.290001,115.290001,115.290001,0
1992-02-14,114.209999,114.209999,114.209999,114.209999,114.209999,0
1992-02-17,112.839996,112.839996,112.839996,112.839996,112.839996,0
1992-02-18,112.099998,112.099998,112.099998,112.099998,112.099998,0
1992-02-19,112.239998,112.239998,112.239998,112.239998,112.239998,0
1992-02-20,113.800003,113.800003,113.800003,113.800003,113.800003,0
1992-02-21,113.519997,113.519997,113.519997,113.519997,113.519997,0
1992-02-24,111.370003,111.370003,111.370003,111.370003,111.370003,0
1992-02-25,110.589996,110.589996,110.589996,110.589996,110.589996,0
1992-02-26,109.220001,109.220001,109.220001,109.220001,109.220001,0
1992-02-27,112.120003,112.120003,112.120003,112.120003,112.120003,0
1992-02-28,113.300003,113.300003,113.300003,113.300003,113.300003,0
1992-03-02,115.529999,115.529999,115.529999,115.529999,115.529999,0
1992-03-03,114.440002,114.440002,114.440002,114.440002,114.440002,0
1992-03-04,113.790001,113.790001,113.790001,113.790001,113.790001,0
1992-03-05,114.519997,114.519997,114.519997,114.519997,114.519997,0
1992-03-06,113.959999,113.959999,113.959999,113.959999,113.959999,0
1992-03-09,113.309998,113.309998,113.309998,113.309998,113.309998,0
1992-03-10,113.239998,113.239998,113.239998,113.239998,113.239998,0
1992-03-11,113.589996,113.589996,113.589996,113.589996,113.589996,0
1992-03-12,114.080002,114.080002,114.080002,114.080002,114.080002,0
1992-03-13,114.139999,114.139999,114.139999,114.139999,114.139999,0
1992-03-16,115.629997,115.629997,115.629997,115.629997,115.629997,0
1992-03-17,115.730003,115.730003,115.730003,115.730003,115.730003,0
1992-03-18,115.889999,115.889999,115.889999,115.889999,115.889999,0
1992-03-19,115.959999,115.959999,115.959999,115.959999,115.959999,0
1992-03-20,115.330002,115.330002,115.330002,115.330002,115.330002,0
1992-03-23,116.180000,116.180000,116.180000,116.180000,116.180000,0
1992-03-24,117.070000,117.070000,117.070000,117.070000,117.070000,0
1992-03-25,121.889999,121.889999,121.889999,121.889999,121.889999,0
1992-03-26,126.889999,126.889999,126.889999,126.889999,126.889999,0
1992-03-27,130.050003,130.050003,130.050003,130.050003,130.050003,0
1992-03-30,134.580002,134.580002,134.580002,134.580002,134.580002,0
1992-03-31,140.270004,140.270004,140.270004,140.270004,140.270004,0
1992-04-01,143.210007,143.210007,143.210007,143.210007,143.210007,0
1992-04-02,142.429993,142.429993,142.429993,142.429993,142.429993,0
1992-04-03,142.020004,142.020004,142.020004,142.020004,142.020004,0
1992-04-06,147.570007,147.570007,147.570007,147.570007,147.570007,0
1992-04-07,151.330002,151.330002,151.330002,151.330002,151.330002,0
1992-04-08,154.809998,154.809998,154.809998,154.809998,154.809998,0
1992-04-09,159.210007,159.210007,159.210007,159.210007,159.210007,0
1992-04-10,165.660004,165.660004,165.660004,165.660004,165.660004,0
1992-04-13,185.570007,185.570007,185.570007,185.570007,185.570007,0
1992-04-14,191.919998,191.919998,191.919998,191.919998,191.919998,0
1992-04-15,180.509995,180.509995,180.509995,180.509995,180.509995,0
1992-04-16,188.399994,188.399994,188.399994,188.399994,188.399994,0
1992-04-17,186.229996,186.229996,186.229996,186.229996,186.229996,0
1992-04-20,181.750000,181.750000,181.750000,181.750000,181.750000,0
1992-04-21,181.119995,181.119995,181.119995,181.119995,181.119995,0
1992-04-22,190.289993,190.289993,190.289993,190.289993,190.289993,0
1992-04-23,198.750000,198.750000,198.750000,198.750000,198.750000,0
1992-04-24,202.630005,202.630005,202.630005,202.630005,202.630005,0
1992-04-27,201.339996,201.339996,201.339996,201.339996,201.339996,0
1992-04-28,203.440002,203.440002,203.440002,203.440002,203.440002,0
1992-04-29,206.199997,206.199997,206.199997,206.199997,206.199997,0
1992-04-30,213.289993,213.289993,213.289993,213.289993,213.289993,0
1992-05-01,null,null,null,null,null,null
1992-05-04,228.050003,228.050003,228.050003,228.050003,228.050003,0
1992-05-05,241.089996,241.089996,241.089996,241.089996,241.089996,0
1992-05-06,244.820007,244.820007,244.820007,244.820007,244.820007,0
1992-05-07,235.729996,235.729996,235.729996,235.729996,235.729996,0
1992-05-08,235.860001,235.860001,235.860001,235.860001,235.860001,0
1992-05-11,243.199997,243.199997,243.199997,243.199997,243.199997,0
1992-05-12,258.790009,258.790009,258.790009,258.790009,258.790009,0
1992-05-13,262.220001,262.220001,262.220001,262.220001,262.220001,0
1992-05-14,264.239990,264.239990,264.239990,264.239990,264.239990,0
1992-05-15,272.480011,272.480011,272.480011,272.480011,272.480011,0
1992-05-18,284.359985,284.359985,284.359985,284.359985,284.359985,0
1992-05-19,301.640015,301.640015,301.640015,301.640015,301.640015,0
1992-05-20,294.640015,294.640015,294.640015,294.640015,294.640015,0
1992-05-21,297.799988,297.799988,297.799988,297.799988,297.799988,0
1992-05-22,298.350006,298.350006,298.350006,298.350006,298.350006,0
1992-05-25,305.019989,305.019989,305.019989,305.019989,305.019989,0
1992-05-26,312.209991,312.209991,312.209991,312.209991,312.209991,0
1992-05-27,311.970001,311.970001,311.970001,311.970001,311.970001,0
1992-05-28,307.000000,307.000000,307.000000,307.000000,307.000000,0
1992-05-29,304.709991,304.709991,304.709991,304.709991,304.709991,0
1992-06-01,306.390015,306.390015,306.390015,306.390015,306.390015,0
1992-06-02,300.500000,300.500000,300.500000,300.500000,300.500000,0
1992-06-03,277.200012,277.200012,277.200012,277.200012,277.200012,0
1992-06-04,281.269989,281.269989,281.269989,281.269989,281.269989,0
1992-06-05,282.679993,282.679993,282.679993,282.679993,282.679993,0
1992-06-08,278.320007,278.320007,278.320007,278.320007,278.320007,0
1992-06-09,261.720001,261.720001,261.720001,261.720001,261.720001,0
1992-06-10,266.339996,266.339996,266.339996,266.339996,266.339996,0
1992-06-11,261.540009,261.540009,261.540009,261.540009,261.540009,0
1992-06-12,264.750000,264.750000,264.750000,264.750000,264.750000,0
1992-06-15,252.669998,252.669998,252.669998,252.669998,252.669998,0
1992-06-16,233.729996,233.729996,233.729996,233.729996,233.729996,0
1992-06-17,257.179993,257.179993,257.179993,257.179993,257.179993,0
1992-06-18,250.529999,250.529999,250.529999,250.529999,250.529999,0
1992-06-19,250.869995,250.869995,250.869995,250.869995,250.869995,0
1992-06-22,239.339996,239.339996,239.339996,239.339996,239.339996,0
1992-06-23,243.970001,243.970001,243.970001,243.970001,243.970001,0
1992-06-24,240.919998,240.919998,240.919998,240.919998,240.919998,0
1992-06-25,243.490005,243.490005,243.490005,243.490005,243.490005,0
1992-06-26,253.820007,253.820007,253.820007,253.820007,253.820007,0
1992-06-29,275.929993,275.929993,275.929993,275.929993,275.929993,0
1992-06-30,286.880005,286.880005,286.880005,286.880005,286.880005,0
1992-07-01,274.420013,274.420013,274.420013,274.420013,274.420013,0
1992-07-02,271.769989,271.769989,271.769989,271.769989,271.769989,0
1992-07-03,276.359985,276.359985,276.359985,276.359985,276.359985,0
1992-07-06,271.619995,271.619995,271.619995,271.619995,271.619995,0
1992-07-07,272.920013,272.920013,272.920013,272.920013,272.920013,0
1992-07-08,273.540009,273.540009,273.540009,273.540009,273.540009,0
1992-07-09,269.420013,269.420013,269.420013,269.420013,269.420013,0
1992-07-10,267.790009,267.790009,267.790009,267.790009,267.790009,0
1992-07-13,273.390015,273.390015,273.390015,273.390015,273.390015,0
1992-07-14,274.700012,274.700012,274.700012,274.700012,274.700012,0
1992-07-15,272.880005,272.880005,272.880005,272.880005,272.880005,0
1992-07-16,277.190002,277.190002,277.190002,277.190002,277.190002,0
1992-07-17,282.829987,282.829987,282.829987,282.829987,282.829987,0
1992-07-20,294.170013,294.170013,294.170013,294.170013,294.170013,0
1992-07-21,290.880005,290.880005,290.880005,290.880005,290.880005,0
1992-07-22,291.029999,291.029999,291.029999,291.029999,291.029999,0
1992-07-23,296.839996,296.839996,296.839996,296.839996,296.839996,0
1992-07-24,299.290009,299.290009,299.290009,299.290009,299.290009,0
1992-07-27,308.670013,308.670013,308.670013,308.670013,308.670013,0
1992-07-28,302.010010,302.010010,302.010010,302.010010,302.010010,0
1992-07-29,302.589996,302.589996,302.589996,302.589996,302.589996,0
1992-07-30,304.359985,304.359985,304.359985,304.359985,304.359985,0
1992-07-31,301.839996,301.839996,301.839996,301.839996,301.839996,0
1992-08-03,287.799988,287.799988,287.799988,287.799988,287.799988,0
1992-08-04,295.149994,295.149994,295.149994,295.149994,295.149994,0
1992-08-05,296.489990,296.489990,296.489990,296.489990,296.489990,0
1992-08-06,293.899994,293.899994,293.899994,293.899994,293.899994,0
1992-08-07,302.790009,302.790009,302.790009,302.790009,302.790009,0
1992-08-10,310.470001,310.470001,310.470001,310.470001,310.470001,0
1992-08-11,294.220001,294.220001,294.220001,294.220001,294.220001,0
1992-08-12,293.679993,293.679993,293.679993,293.679993,293.679993,0
1992-08-13,285.410004,285.410004,285.410004,285.410004,285.410004,0
1992-08-14,294.420013,294.420013,294.420013,294.420013,294.420013,0
1992-08-17,298.859985,298.859985,298.859985,298.859985,298.859985,0
1992-08-18,295.570007,295.570007,295.570007,295.570007,295.570007,0
1992-08-19,295.440002,295.440002,295.440002,295.440002,295.440002,0
1992-08-20,295.429993,295.429993,295.429993,295.429993,295.429993,0
1992-08-21,290.760010,290.760010,290.760010,290.760010,290.760010,0
1992-08-24,285.720001,285.720001,285.720001,285.720001,285.720001,0
1992-08-25,276.739990,276.739990,276.739990,276.739990,276.739990,0
1992-08-26,283.059998,283.059998,283.059998,283.059998,283.059998,0
1992-08-27,283.369995,283.369995,283.369995,283.369995,283.369995,0
1992-08-28,282.869995,282.869995,282.869995,282.869995,282.869995,0
1992-08-31,277.170013,277.170013,277.170013,277.170013,277.170013,0
1992-09-01,271.079987,271.079987,271.079987,271.079987,271.079987,0
1992-09-02,270.890015,270.890015,270.890015,270.890015,270.890015,0
1992-09-03,266.140015,266.140015,266.140015,266.140015,266.140015,0
1992-09-04,254.759995,254.759995,254.759995,254.759995,254.759995,0
1992-09-07,242.690002,242.690002,242.690002,242.690002,242.690002,0
1992-09-08,258.790009,258.790009,258.790009,258.790009,258.790009,0
1992-09-09,266.500000,266.500000,266.500000,266.500000,266.500000,0
1992-09-10,268.350006,268.350006,268.350006,268.350006,268.350006,0
1992-09-11,270.829987,270.829987,270.829987,270.829987,270.829987,0
1992-09-14,264.929993,264.929993,264.929993,264.929993,264.929993,0
1992-09-15,263.600006,263.600006,263.600006,263.600006,263.600006,0
1992-09-16,264.359985,264.359985,264.359985,264.359985,264.359985,0
1992-09-17,269.109985,269.109985,269.109985,269.109985,269.109985,0
1992-09-18,265.929993,265.929993,265.929993,265.929993,265.929993,0
1992-09-21,264.529999,264.529999,264.529999,264.529999,264.529999,0
1992-09-22,262.190002,262.190002,262.190002,262.190002,262.190002,0
1992-09-23,265.690002,265.690002,265.690002,265.690002,265.690002,0
1992-09-24,274.920013,274.920013,274.920013,274.920013,274.920013,0
1992-09-25,270.640015,270.640015,270.640015,270.640015,270.640015,0
1992-09-28,270.750000,270.750000,270.750000,270.750000,270.750000,0
1992-09-29,272.190002,272.190002,272.190002,272.190002,272.190002,0
1992-09-30,270.649994,270.649994,270.649994,270.649994,270.649994,0
1992-10-01,null,null,null,null,null,null
1992-10-02,null,null,null,null,null,null
1992-10-05,270.209991,270.209991,270.209991,270.209991,270.209991,0
1992-10-06,266.279999,266.279999,266.279999,266.279999,266.279999,0
1992-10-07,268.220001,268.220001,268.220001,268.220001,268.220001,0
1992-10-08,267.160004,267.160004,267.160004,267.160004,267.160004,0
1992-10-09,268.420013,268.420013,268.420013,268.420013,268.420013,0
1992-10-12,268.950012,268.950012,268.950012,268.950012,268.950012,0
1992-10-13,265.209991,265.209991,265.209991,265.209991,265.209991,0
1992-10-14,259.429993,259.429993,259.429993,259.429993,259.429993,0
1992-10-15,262.929993,262.929993,262.929993,262.929993,262.929993,0
1992-10-16,261.059998,261.059998,261.059998,261.059998,261.059998,0
1992-10-19,251.160004,251.160004,251.160004,251.160004,251.160004,0
1992-10-20,253.440002,253.440002,253.440002,253.440002,253.440002,0
1992-10-21,245.289993,245.289993,245.289993,245.289993,245.289993,0
1992-10-22,242.179993,242.179993,242.179993,242.179993,242.179993,0
1992-10-23,236.179993,236.179993,236.179993,236.179993,236.179993,0
1992-10-26,216.649994,216.649994,216.649994,216.649994,216.649994,0
1992-10-27,210.320007,210.320007,210.320007,210.320007,210.320007,0
1992-10-28,215.690002,215.690002,215.690002,215.690002,215.690002,0
1992-10-29,226.740005,226.740005,226.740005,226.740005,226.740005,0
1992-10-30,231.660004,231.660004,231.660004,231.660004,231.660004,0
1992-11-02,217.830002,217.830002,217.830002,217.830002,217.830002,0
1992-11-03,223.149994,223.149994,223.149994,223.149994,223.149994,0
1992-11-04,218.419998,218.419998,218.419998,218.419998,218.419998,0
